country name,year,population growth,rural population growth,"population, total",population ages 0-14,"population, female",gdp growth,"death rate, crude",population ages 65 and above,"life expectancy at birth, total",rural population,age dependency ratio,"population, male",population ages 15-64,agricultural land,arable land,urban population,net migration,"fertility rate, total","birth rate, crude",adolescent fertility rate
Middle East & North Africa (IDA & IBRD countries),1961,2.51146083497147,1.39722369860726,99620285.0,43.4197917237335,49.5841818803295,3.3611205264918,21.2170224773097,3.73848256767345,45.3369402347223,65.5036859904386,89.4849740573705,50.4158181196705,52.8417257085931,23.2141616770626,5.53278783416455,34.4963140095614,-161232.0,7.03353634695495,47.552571738537,128.491537484215
Middle East & North Africa (IDA & IBRD countries),1962,2.5492940519092,1.41596901470737,102159899.0,43.6526371419434,49.5563342749325,2.30544272497568,21.013653624961,3.75057041943245,45.6107311553724,64.7797707482757,90.3987644753269,50.4436657250675,52.5967924386241,23.2038583183993,5.52202140320168,35.2202292517243,-119123.0,7.11773545546243,47.7516318897496,129.353121916125
Middle East & North Africa (IDA & IBRD countries),1963,2.60180954172635,1.44454092191764,104817905.0,43.8515936007998,49.5245201063503,11.6524150185525,20.1080283854176,3.7602502389991,46.7715949538392,64.0491067471345,91.187379444892,50.4754798936497,52.3881561602011,23.2344210901648,5.53510319566194,35.9508932528655,-148113.0,7.0975307493736,47.2741996415116,128.574707591226
Middle East & North Africa (IDA & IBRD countries),1964,2.63254164448334,1.44883592715689,107577280.0,43.9825750212395,49.4865672384517,10.603019042465,19.5343269520107,3.76813575414067,47.4438758060252,63.3103997129041,91.7130541409516,50.5134327615483,52.2492892246199,23.2427563915554,5.56612903972697,36.6896002870959,-119514.0,7.071407047139,46.8161174916302,126.339438752481
Middle East & North Africa (IDA & IBRD countries),1965,2.65361700909337,1.4037903490544,110431969.0,44.0716591557744,49.4441840583874,12.5085273771348,19.0132278130982,3.77440932542099,48.0462986328895,62.5395846849475,92.0628110031246,50.5558159416126,52.1539315188046,23.2735506994707,5.60664786593131,37.4604153150525,-126716.0,7.03427118916445,46.3338424640875,124.297107355958
Middle East & North Africa (IDA & IBRD countries),1966,2.69683048031138,1.51132952720428,113410132.0,44.1672722586132,49.4215355228392,7.36465043393244,18.5517368672051,3.7712097981206,48.5578196577974,61.8176454391659,92.3990892967138,50.5784644771608,52.0615179432662,23.2725087867969,5.58025274486106,38.1823545608341,-47491.0,7.00226195848409,45.9800131744314,124.747952182647
Middle East & North Africa (IDA & IBRD countries),1967,2.74068458010437,1.67808784552699,116518346.0,44.2483111038732,49.4199545560823,7.88787486341324,18.0993944315859,3.75906124982277,49.0289162510941,61.1782963532541,92.6535475851429,50.5800454439177,51.992627646304,23.3477580354621,5.60132253448731,38.8217036467459,-52703.0,6.96856977213569,45.5970037061374,122.9288061181
Middle East & North Africa (IDA & IBRD countries),1968,2.7363819599705,1.62763592511351,119706733.0,44.2896225839843,49.4186817678305,13.1661920240104,17.6928149184808,3.74666268583596,49.4537525999979,60.5180525173467,92.7625175148582,50.5813182321695,51.9637147301798,23.3851511236449,5.57909506411236,39.4819474826533,-62530.0,6.92181263412448,45.1423567559479,119.709042903969
Middle East & North Africa (IDA & IBRD countries),1969,2.72884650523375,1.60545673633253,122973346.0,44.3041177445119,49.4182097818756,11.7801545147726,17.1565966295005,3.73288815671528,50.0577122093921,59.8562571581975,92.768056269189,50.5817902181244,51.9629940987729,23.4654941676044,5.59206108849775,40.1437428418025,-87225.0,6.87176846092749,44.7589139519714,117.656769842564
Middle East & North Africa (IDA & IBRD countries),1970,2.71838500678025,1.58010539234712,126316235.0,44.3088050009519,49.4180458660203,8.37320323126649,16.659190142336,3.71744492662722,50.6293034475576,59.1929556500873,92.7336983075922,50.5819541339797,51.9737500724209,23.5520886876068,5.61104705277635,40.8070443499127,-112017.0,6.79170629465516,44.26592851865,114.870397434642
Middle East & North Africa (IDA & IBRD countries),1971,2.68506973786862,1.57780800546057,129707914.0,44.3062780851245,49.4150504361196,6.21216930514244,16.1181255841567,3.70246063909504,51.2975120766879,58.5546742147669,92.6768396089952,50.5849495638804,51.9912612757805,23.8000639039773,5.68317056342007,41.4453257852331,-187732.0,6.69981444475897,43.803704169724,115.36526788546
Middle East & North Africa (IDA & IBRD countries),1972,2.66463155054673,1.52603330878824,133164152.0,44.3002777935778,49.4122457824524,13.2508095528339,15.6355397561275,3.68821631462095,51.8633094797315,57.9052749183504,92.6133771717391,50.5877542175476,52.0115058918012,24.035536168262,5.80426396973359,42.0947250816496,-177663.0,6.59842452731922,43.2771265844429,114.708689142772
Middle East & North Africa (IDA & IBRD countries),1973,2.68084161268867,1.52656751698039,136734072.0,44.2813125300052,49.4142622727372,5.27986698897618,15.1363686864968,3.67262887311195,52.4340550171065,57.2543408144826,92.5002146912638,50.5857377272628,52.0460585968828,24.091447941171,5.8793089077,42.7456591855174,-153341.0,6.51606098546123,42.8129488119464,112.058985559288
Middle East & North Africa (IDA & IBRD countries),1974,2.71364184926783,1.58013818810012,140444545.0,44.2391292414219,49.4143685110012,7.81339137320541,14.5570886474658,3.65440963780063,53.2437565355351,56.6225060710119,92.2926013432304,50.5856314889989,52.1064611207775,24.1039509511549,5.85337673884454,43.3774939289881,-156318.0,6.46024633511764,42.6152019776631,111.526423642149
Middle East & North Africa (IDA & IBRD countries),1975,2.88808369168059,1.75330549048059,144500701.0,44.219546456735,49.3999417948664,3.00514298386739,14.1020886379437,3.64090313664581,53.8460063494848,55.9980019252156,92.19619991435,50.6000582051336,52.1395504066192,23.9933919276863,5.78183173727008,44.0019980747844,220543.0,6.41434451391508,42.5208145480346,111.784112438175
Middle East & North Africa (IDA & IBRD countries),1976,3.24431851718145,2.02371659848242,149188764.0,44.2396251209755,49.3792303135525,16.2496014636717,13.9704957919954,3.63788192168201,54.2816584446333,55.3359679551873,92.2890409200576,50.6207696864475,52.1224929573425,24.0269648248652,5.76539259451349,44.6640320448127,799505.0,6.39584657456124,42.4725989882321,110.393469386547
Middle East & North Africa (IDA & IBRD countries),1977,3.17324835535202,2.02955974333101,153922894.0,44.2222408207522,49.3645171958226,1.46858894904037,13.0429960349173,3.6252466844366,55.599572709853,54.722561924167,92.1854179731039,50.6354828041775,52.1525124948112,24.0135356659937,5.6915322207198,45.2774380758329,-84444.0,6.36142911142689,42.2747551926161,108.308719674836
Middle East & North Africa (IDA & IBRD countries),1978,2.70723794993096,1.78369722406305,158089953.0,44.1734138763921,49.3486942157611,-2.82231847579818,12.6693075508157,3.59535215015651,56.1360160424553,54.2304984758835,91.8811700043479,50.6513057842389,52.2312339734514,23.9756793302091,5.61882953303573,45.7695015241165,-762346.0,6.34343491974484,42.208989826697,107.027893970547
Middle East & North Africa (IDA & IBRD countries),1979,2.77871231956151,1.86844456535735,162482818.0,44.1378496607798,49.3306566544832,-0.992941286114899,11.9488853399194,3.56437844363171,57.3647401973974,53.750200123911,91.6194706435427,50.6693433455168,52.2977718955885,24.1085816955934,5.71526478596699,46.249799876089,-69653.0,6.35825144494684,42.3275630618063,104.839305571242
Middle East & North Africa (IDA & IBRD countries),1980,3.08161014292601,2.03972430613662,167489905.0,44.1039380608261,49.3184596522271,-4.8703817348659,11.6070416738131,3.53645195081383,57.7170936442408,53.2069279287011,91.379908316289,50.6815403477729,52.3596099883601,23.970122436883,5.43788319410228,46.7930720712989,45508.0,6.29430677983108,42.0537462312132,104.907505695511
Middle East & North Africa (IDA & IBRD countries),1981,3.44904010782024,2.37114939958414,173266699.0,43.951091239441,49.2629198661659,-2.6937516189203,11.4883409266139,3.50202262949636,57.5745525212436,52.6525366640591,90.708371022006,50.7370801338341,52.5468861310626,23.5424268805453,5.52848370904107,47.3474633359409,1208661.0,6.21228152560376,41.6049833181389,103.201287642795
Middle East & North Africa (IDA & IBRD countries),1982,3.42338085404397,2.35610789606862,179198278.0,43.8180151143559,49.2079318636877,11.5891894435128,11.1492523410409,3.46702270916499,58.0497068161057,52.109189212432,90.1094665590314,50.7920681363123,52.7149621764791,23.6347801322541,5.60393474354937,47.8908107875679,39072.0,6.14284597438479,41.3686973441006,101.399602117959
Middle East & North Africa (IDA & IBRD countries),1983,3.1439013046766,2.09319522856866,184832095.0,43.809676037643,49.1954481470486,4.45847151164185,10.2619465454092,3.44172531220374,59.6274972863127,51.5783643506989,89.9770794625461,50.8045518529515,52.7485986501533,23.7173694593143,5.58094309741234,48.4216356493011,156423.0,6.05772827033475,40.8717633943174,99.2688290020483
Middle East & North Africa (IDA & IBRD countries),1984,3.1860078196917,2.11682956100618,190720860.0,43.7842491697804,49.1974553256929,-0.544109859431231,9.55669466059979,3.42564124919092,60.9385419986938,51.0439279223101,89.8211316662155,50.8025446743071,52.7901095810287,23.8004473299128,5.63994109693074,48.9560720776899,127547.0,5.94735961264902,40.1695084677313,94.8147310799633
Middle East & North Africa (IDA & IBRD countries),1985,3.1041077520309,2.08349715135631,196641041.0,43.7390353996374,49.2123621086579,3.86491298661957,9.08094457185059,3.41921296541452,61.7343565229549,50.5386516368981,89.6329588683019,50.7876378913421,52.8417516349481,23.8407857447163,5.67171263452313,49.4613483631019,-81265.0,5.81201964151185,39.364896243628,91.1643829547556
