"Data Source","World Development Indicators",

"Last Updated Date","2024-11-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Aruba","ABW","Age dependency ratio, young (% of working-age population)","SP.POP.DPND.YG","79.1458046305319","78.6778704129193","78.5067873303167","78.0295315682281","77.1958401202857","75.9965471529426","74.5023063850449","72.6126288042176","70.5236285917834","68.5715970747818","66.6402605404454","64.6505376344086","62.3455364360781","59.6720478663355","56.8911005416105","54.2376513446909","51.5751433733993","49.079549544917","47.1110998582135","45.6067991501062","44.583622140806","44.2169504872527","43.8926731609658","43.3059845559846","42.7347367416106","41.9527871641579","40.9364673900307","39.8373604865205","38.9376218323587","38.764537566919","39.8279363775359","42.1019621897679","42.8807443154645","41.6116496740766","40.1871405958845","38.4829572731637","36.7774606389835","35.4956423155955","34.5713406713612","33.9104122228285","33.3054729566825","32.6993081929496","32.1158122249693","31.4861770626834","30.806760494878","30.356820506649","30.2489088823678","30.2462124006078","30.2543722513624","30.223437816561","29.7929277751542","28.978823928819","28.2526109203056","27.7223034607618","27.3560445350304","27.1073922965217","26.904906619516","26.6953892041924","26.4483244467774","26.1428512185344","25.6252511396544","24.830743618202","24.0180618270233","23.3000767459708",
"Africa Eastern and Southern","AFE","Age dependency ratio, young (% of working-age population)","SP.POP.DPND.YG","83.6687052324592","83.9369924570922","84.2439940972364","84.6131400872106","84.9945122521624","85.3985090983881","85.8336878332701","86.2517743024743","86.6472132029399","87.0384892936388","87.4691258369305","87.9048856239779","88.316855852246","88.6126208995939","88.7450932165792","88.8406821151345","88.9937681927376","89.0883110196007","89.0329039233846","88.9804601128084","88.8829732441332","88.8322117328851","88.8500520085157","88.7384491715857","88.5167941813169","88.2972627222768","88.1423026083643","88.1289935351393","88.2364879160441","88.3349985441256","88.4030913141366","88.4744713991474","88.570915837329","88.695880688016","88.4063329617084","87.9525664937885","87.8258216924154","87.6238960983231","87.1184592597832","86.4521625115185","85.7689305616506","85.047933554287","84.3425832003914","83.6933448327495","83.0971509413806","82.5817085786381","82.1238521793986","81.7054224179392","81.3381448654804","80.9904699721878","80.6092051937379","80.1924752820521","79.7778472872467","79.3527792825257","78.8749128936141","78.311969297195","77.798386435878","77.2970242733049","76.69067933267","76.0285640028113","75.3108615538635","74.5651489725931","73.7999900263171","72.9789709138912",
"Afghanistan","AFG","Age dependency ratio, young (% of working-age population)","SP.POP.DPND.YG","74.9502129821489","75.144252445008","75.3523843544927","75.6932972565702","76.2198379476729","77.0095277055021","77.9755596510766","78.9311427087465","79.8681496122573","80.7863154427244","81.6744095625994","82.5253657703836","83.3485412344344","84.1488653640242","84.9359415324503","85.7000752284258","86.4341472754599","87.1546178256179","87.8675146326288","88.5728258430365","89.2631853606449","89.9254916539791","90.5534235836545","91.0750079599754","91.56951377095","92.0786220690889","92.5691081262359","93.0180760163813","93.4586155031729","93.8984928876183","94.4222572629881","95.0746307463446","95.7875421060562","96.5176911747011","97.3949476378346","98.3998145171262","99.4806481158279","100.594799631771","101.700519677027","102.731004937137","103.58632038782","104.214787746419","104.555547946045","104.64298441736","104.480239683027","103.18264032645","101.575779977273","103.534444076347","104.39099016656","102.015320691196","100.598686143643","97.7768231912983","94.5331227452646","92.388046175855","90.0159003100492","88.3982020260321","87.4057740333038","85.9704074964568","84.5398440923121","83.1124205721626","81.4649968705518","80.1613851925191","79.1750593586432","78.2419968218498",
"Africa Western and Central","AFW","Age dependency ratio, young (% of working-age population)","SP.POP.DPND.YG","74.6215203260823","74.929009492701","75.3022513937054","75.850318571538","76.6579495957616","77.3873567630324","77.9155778352197","78.4318712595869","78.9314597953585","79.4238944580815","79.8882336122739","80.3651861374089","80.8693043970411","81.362652739383","81.8682834704642","82.398247427835","82.8964834929984","83.3698506991323","83.9028896789123","84.4763841055949","85.1017032009078","85.757249971824","86.3699712122966","87.0273240018217","87.7595250464113","88.4105195449307","88.8845144385912","89.1426137482435","89.0765142663491","88.8638014683785","88.6565484048136","88.3504746079094","87.9244062918018","87.4098404737232","86.8706489150156","86.3003235588399","85.7463095834417","85.2493762286147","84.7367094978997","84.308386624517","84.0436144883948","83.9156063682904","83.8304754591955","83.7189448286022","83.6116292654818","83.5613485682008","83.5802356948976","83.6106327492214","83.6399664560009","83.6687374913358","83.7031386830875","83.7595470366833","83.8412336367574","83.8528641829598","83.6907849126245","83.3977473575036","82.9972382870969","82.4827191631819","81.8962598866551","81.2607072183158","80.5436398162813","79.7733613310108","78.9593997671528","78.0640713363709",
"Angola","AGO","Age dependency ratio, young (% of working-age population)","SP.POP.DPND.YG","77.2387948888014","78.867923760263","80.6344459426884","82.5203403803598","84.6172573845614","86.5786109784578","88.2860843818151","89.9240699859112","91.4268212647879","92.7170850512838","94.0018758124625","94.8092188735361","94.5800814136543","93.8594756992223","93.0794126712809","92.3185974821414","91.6002092980553","90.8445186976799","90.0718521525787","89.3881589335285","88.7755234747923","88.2870215622101","87.9588546543914","87.7681126880056","87.7728621905022","88.0110347252964","88.4825125171638","89.1064118143994","89.7259915070388","90.2858699268385","90.779278544635","91.2574167265756","91.658543563984","92.0079740590281","92.3092692495319","92.3724138126054","92.2321516950742","91.9725768806261","91.6170503440967","91.2420096757852","90.8296784864042","90.3999580562288","89.9854671909292","89.5787160631311","89.2126673107312","88.925286766651","88.7195523051149","88.5814856962521","88.5309062034081","88.5413888467217","88.5558045105879","88.5466999424392","88.5417111692971","88.5549461709136","88.5545594154499","88.5206587345658","88.3697198578276","88.0934659634548","87.7663847682425","87.3595650046694","86.9551320732055","86.5062146200396","85.931640046183","85.2412437592474",
"Albania","ALB","Age dependency ratio, young (% of working-age population)","SP.POP.DPND.YG","76.7475490025132","78.1789701300249","79.5528134342261","80.73022839676","81.575382131142","81.952736126339","81.923164760844","81.6539288401068","81.1410381932306","80.3717422011823","79.3267390311068","78.0287969051828","76.5488984949733","74.8709620183155","73.0222919917791","71.0963787734806","69.1319017961649","67.1634679871233","65.2399449606079","63.3986246519819","61.7042807694216","60.1889796470625","58.8420335044803","57.641877322032","56.5734696601011","55.6449742400012","54.8382683591287","54.1453559724624","53.5865214587203","53.1405113625797","52.7784284725856","52.4687112780218","52.2010947365061","51.9517688163705","51.6979399207977","51.4116328081901","50.9929551679489","50.3557513259449","49.4826391304236","48.4055459987899","47.1689375465814","45.7857694841062","44.2708279496313","42.682555459544","41.0278698209653","39.3016508028572","37.5589361196137","35.8216949041669","34.1448264060054","32.566665407882","31.1222166881071","29.8669263687675","28.82068551884","27.9790542408479","27.2542318244552","26.5983978791543","26.0774898968204","25.5931941158779","25.0975887781106","24.672046977961","24.3278873157337","24.1267907154218","24.0283580946095","23.94372026333",
"Andorra","AND","Age dependency ratio, young (% of working-age population)","SP.POP.DPND.YG","40.5526273758186","41.3696198787162","42.254295532646","43.0804715530497","43.7709631049353","44.160215415685","44.8503937007874","46.1139896373057","47.0785701324623","47.2285305744806","46.7009425878321","45.8080808080808","44.6659086348739","43.3484387609411","41.9885674692534","40.6477340087299","39.387209126243","38.1910501589712","36.9977153608386","35.7036722564211","34.1041162227603","32.1995464852608","31.1142846680582","30.7152581422138","29.9173498633607","28.6843447220806","27.6731858892341","27.0116113261357","26.2266778056252","25.3732140472693","24.4590466901101","23.619108815461","22.9313632030505","22.3488511304508","21.866922185578","21.475335450833","21.2590562389785","21.2224504054369","21.2322114775558","21.24441823237","21.2174059210388","21.1738925638453","21.1251098740111","21.0292580982236","20.8488830955485","20.5109764033015","20.62059334446","21.1960715538408","21.6830699774266","22.1171741234274","22.3985721414041","22.5888127142412","22.6653961339504","22.532639104756","22.1515057435579","21.5599620088775","21.1032922363047","20.3770821205236","19.4696620937299","18.8607983808302","18.3999289646599","18.0608963154583","17.7115307909752","17.2424552341001",
"Arab World","ARB","Age dependency ratio, young (% of working-age population)","SP.POP.DPND.YG","82.0732621781918","82.8644738459971","83.5187315118189","84.1342996147007","84.6882272086961","85.2017847941607","85.6927373487071","86.0928799779997","86.3188783593714","86.4327578641305","86.5308294048755","86.6157692940223","86.6993028962175","86.7481515416798","86.6721105230802","86.7077320446356","86.8331638098308","86.675785757395","86.331570348857","85.9522902252776","85.5271365731254","85.0979115693847","84.6707403813351","84.2400711091","83.8125948905698","83.3633572046179","82.9047632830123","82.427838008744","81.860855342974","81.1771664438752","80.5276998496181","79.5296924084393","78.3982897155518","77.2088328150204","75.9033547044897","74.4919236483535","72.9707168158987","71.3428214157672","69.717251121265","68.1340003453586","66.590692124335","65.1171388258945","63.7259480119547","62.4209694310136","61.2032521539573","59.9639225813317","58.571053860576","57.1376750611509","55.9832644894177","55.1195040457826","54.5488612309762","54.3290935347794","54.2901145315874","54.3833383047039","54.5242105024372","54.578495803555","54.4804170057226","54.2760596571625","54.014147844825","53.7094512688488","53.5179454804792","53.2729461012719","52.7456677357068","52.050134119642",
"United Arab Emirates","ARE","Age dependency ratio, young (% of working-age population)","SP.POP.DPND.YG","65.2041113772607","63.0744305953029","61.3338055291175","59.9582150986934","58.9213447914319","58.2084986465942","57.8277740138844","57.7516359584077","56.0152579982041","52.322946002578","48.5395658688697","45.3153662843526","42.7538590120042","40.7896656712353","39.3717947609205","38.4356689484801","37.5284731548598","36.8854605342169","36.9114936100582","37.4492331288344","38.2287390029325","39.6017014545562","41.3592154528452","42.8642347361904","44.1682442632345","45.2244426741417","46.054669740532","46.2302317028319","45.5257915705599","44.3064236118176","42.837220219047","41.2991757978128","39.7997266329941","38.372979145079","36.9888841418233","35.5939977241596","34.6263288019035","33.6771811556059","32.1681457962638","30.4672227415145","28.8254220746877","27.4001964812003","26.251729324257","25.3546011700405","24.6350462020414","23.689024914008","21.7370830968058","19.286803980443","17.3279309291288","16.1031310487691","15.9675657344347","16.4275608154321","16.6952900464955","16.8133094586947","16.8394291459339","16.8429200011134","16.8883904568197","17.0180329864773","17.2453494036045","17.552805276681","17.9137619129811","18.222980352852","18.3655225399368","18.3511333254427",
"Argentina","ARG","Age dependency ratio, young (% of working-age population)","SP.POP.DPND.YG","48.8377995971628","48.622868596911","48.3840572509484","48.146531251104","47.9248782381145","47.7017253325553","47.4539529105794","47.2021967211849","46.9613193687336","46.7624524938531","46.6273305426191","46.5771159626441","46.6004069639461","46.7309450705351","47.0108874565301","47.3765533347943","47.8093056458474","48.282338917205","48.7594886325945","49.240718521922","49.7024350234715","50.1065778627414","50.4337103075011","50.688775188866","50.8674514362434","50.9533946750644","50.9352434411978","50.8193236931894","50.60450141979","50.2903307026321","49.92731129162","49.5361622591238","49.1015605803339","48.6449878892703","48.1854492703975","47.7214261580136","47.2440157157627","46.7597445795449","46.2838572416589","45.8329776203449","45.3949334436374","44.9333137952317","44.443151467283","43.9310566178416","43.4066219951345","42.8708404585108","42.3217408649475","41.7714391681025","41.2117238596312","40.6560112432609","40.1584063778187","39.7440650654445","39.4041407882372","39.1114858415009","38.8232305306188","38.5440523252866","38.27869196886","37.9797904141372","37.5978919852346","37.1386864488841","36.6106612130481","36.0324735245691","35.4512077083876","34.8648732514721",
