"Data Source","World Development Indicators",

"Last Updated Date","2024-11-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Aruba","ABW","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","62.182","61.589","61.17","59.658","58.324","56.291","54.201","51.574","50.099","48.378","46.741","44.573","43.071","42.445","42.563","43.154","43.581","44.553","45.428","46.541","47.805","49.399","51.053","52.859","53.679","54.71","55.823","56.546","57.298","57.66","58.584","57.552","52.385","50.069","44.999","45.626","43.259","43.078","37.955","39.798","44.859","40.543","36.813","35.882","35","38.691","41.694","41.108","39.81","39.777","39.323","38.895","37.903","37.026","35.15","28.989","27.419","24.888","20.086","18.906","16.522","14.154","13.697","",
"Africa Eastern and Southern","AFE","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","140.180525679236","140.810248007317","141.664168114272","142.324951230209","143.456932955638","144.331149937632","145.295946187855","145.871492556418","145.748064357066","148.012004326763","149.579704242624","152.846769500502","153.951116872101","152.57050224758","152.504672544408","151.86791415169","150.533608687468","148.93109556429","146.644103471495","145.484720348173","143.75343754838","142.558131825617","141.191950820555","139.763806631955","138.785843258905","137.953223122652","136.12847932477","135.346146015478","133.911118066723","132.422604235282","132.845311378448","131.922595134796","128.650226745135","129.800646275656","128.792351238038","127.306550787239","128.239448076508","125.26199777544","123.860302659944","124.958023564541","123.134769131908","123.629170417788","121.936911479602","119.557516351678","118.823211926383","117.584240435768","116.401306961845","115.060877421007","114.933408732692","112.602370949035","111.758713212606","111.558594569883","109.532169608089","108.092795855758","107.697714993556","105.50183295561","103.222825498629","100.96352629023","99.4917026482317","99.0855722587841","97.4135847695511","96.1814423061057","94.6881808086008","",
"Afghanistan","AFG","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","138.876","138.717","138.494","138.173","140.107","140.935","142.821","143.154","142.341","141.28","140.861","142.301","142.809","142.874","142.713","142.241","141.602","141.159","141.317","138.594","136.482","133.836","131.855","132.271","133.815","134.862","134.459","134.501","138.05","140.807","142.96","147.525","147.521","147.896","155.669","156.77","154.932","156.444","154.262","154.416","152.572","150.863","148.141","143.37","138.827","133.071","126.106","125.858","128.171","120.635","120.82","116.454","111.286","106.537","101.454","97.415","94.018","90.342","88.431","86.803","84.296","82.565","79.735","",
"Africa Western and Central","AFW","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","167.054249967384","170.748419054554","174.212286374905","175.665650169403","175.847602445638","175.46702133702","173.176493213223","170.984633208514","168.651906976592","170.327071863033","171.387190203411","171.826658111119","172.985251908937","174.768965123408","177.789674202149","177.153968873094","175.071567433855","172.724789568032","169.941595705103","169.306595407579","167.955921725829","164.702607192096","161.568765704501","161.969359441635","159.833590222724","158.435761685581","154.470039845673","153.71516457766","150.166381347297","149.417591265788","146.75571439033","145.050231333324","144.105700206041","143.783504087771","142.232091507243","139.826030396151","137.083896801873","134.97458100575","134.426076709336","135.732475521191","135.384757850323","134.413435662421","134.27354474907","134.548367507029","132.177337859479","131.726192700917","128.995522423457","127.078895344995","126.319087981045","125.302300735509","125.474447733057","125.871042160189","125.610390043981","125.084478041749","122.3955317032","117.728385276798","113.411757914631","110.863328021623","109.93097096682","108.778535718496","107.580168950022","106.548067770779","104.671711904197","",
"Angola","AGO","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","148.279","150.275","150.801","153.002","155.661","156.336","157.45","157.249","159.33","162.021","162.851","163.405","165.796","165.613","166.453","166.009","167.719","168.102","167.38","168.05","168.278","169.099","170.244","175.986","183.025","189.572","194.699","199.729","200.888","199.929","198.803","197.301","196.4","195.398","195.291","193.237","192.841","187.51","182.742","178.605","177.316","176.253","175.341","171.817","170.795","170.951","169.366","168.678","168.701","169.586","164.955","159.295","156.557","153.345","151.093","148.074","146.135","145.235","142.575","141.278","139.825","138.402","135.792","",
"Albania","ALB","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","59.371","56.719","47.62","40.433","39.268","41.521","42.389","43.219","42.295","42.423","35.779","30.836","30.802","30.901","31.375","31.351","29.844","28.008","25.84","23.831","21.862","19.091","17.322","16.713","16.128","16.194","15.942","15.414","15.28","15.203","14.815","14.784","16.155","17.855","20.157","21.869","21.756","20.149","18.001","16.098","14.792","9.697","13.217","15.231","19.046","18.869","17.503","17.309","18.545","18.987","19.65","20.692","20.909","20.865","20.942","20.276","18.171","16.585","15.58","15.013","14.672","14.517","14.46","",
"Andorra","AND","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","14.624","15.517","16.559","17.461","18.334","18.214","18.232","18.322","18.897","19.685","20.511","21.329","22.692","23.843","25.272","25.342","22.648","21.326","19.234","17.723","23.219","21.025","22.6","18.977","13.924","14.734","14.448","12.765","12.997","12.411","10.656","10.878","10.919","9.558","8.761","8.242","8.296","8.717","8.767","10.1","9.281","10.072","10.397","9.066","10.092","10.487","10.597","9.87","11.12","10.246","10.558","9.574","8.414","6.989","6.925","7.402","7.176","6.404","6.08","5.985","6.091","5.887","5.91","",
"Arab World","ARB","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","141.235554750684","140.951129647797","142.692531289407","142.065828641268","140.424308947757","138.34800667398","138.810773129536","135.420873064514","129.651696123639","126.042752075817","121.935711446068","121.849994377863","120.462623393386","116.85475231217","114.550188172238","113.070884545238","109.338549141679","105.974636746928","103.637197460621","99.9260809726077","99.77429044181","98.0584532128838","96.1786453760509","94.328970920105","89.7484015645677","85.9329912262357","81.4064415717553","77.4048071816192","75.5477852278782","72.9819198616891","70.2305890306381","69.6304630329854","68.7743429499279","67.0873497723814","65.0538336086471","62.727383860558","60.2077944587601","58.7694357409751","56.5473082296506","56.060535696553","55.2016046528094","53.8404108616301","53.0254804268924","53.189494380783","52.8077139804479","52.5754605537891","53.7095457771485","53.7213855780654","53.2220677773584","53.3020432375812","53.8772643935001","54.1270374191581","54.122750355469","54.3350269455225","53.7609885656028","52.7961381463415","50.8694279249528","49.678533973107","48.5961123792521","47.4953387335782","46.5675612532463","45.6949406320179","44.6225285359955","",
"United Arab Emirates","ARE","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","160.165","157.725","157.435","157.209","155.435","152.439","151.357","152.005","152.41","151.672","151.131","149.667","146.426","144.822","140.201","138.168","136.145","134.371","131.102","127.182","122.398","114.354","106.325","100.076","92.802","86.385","76.919","68.034","60.709","54.727","48.493","41.065","39.971","38.536","41.638","35.147","34.231","29.477","26.185","24.881","25.818","25.759","25.389","25.997","25.047","22.179","19.436","17.771","16.389","15.087","13.72","12.33","11.149","9.876","8.819","7.785","7.035","5.593","4.275","3.825","3.077","3.085","2.844","",
"Argentina","ARG","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","54.977","54.219","55.718","55.292","56.305","57.4","58.684","59.825","60.988","62.583","64.638","64.962","66.661","68.608","70.631","72.626","74.274","75.771","75.957","76.466","76.784","76.117","73.752","73.396","73.031","72.536","71.527","70.728","70.333","69.963","70.928","71.979","72.151","72.502","73.516","72.81","71.39","70.424","69.307","68.268","66.54","64","63.078","60.281","62.62","64.877","64.07","66.424","66.149","66.695","67.064","68.264","68.719","69.167","67.791","65.395","61.852","57.783","51.029","46.153","39.866","39.065","37.932","",
